Region,Key Apps,Team,Priority,Ticket Type,Number,State,Created,Reason,Age,Ageing Bucket,Backlog With,Week_Reported,Month Name,Year,Week,YearWeek
APAC,Adept,Local,P4 - Minimal,SR,INC10146590,Work In Progress,05/01/2021 12:18,Work In Progress,11.49,00-30,With IBM,2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10146482,Work In Progress,05/01/2021 11:55,Work In Progress,11.5,00-30,With IBM,2021-03,Jan,2021,3,202103
Global - EMEA,HR.net (Talent Tree),Local,P4 - Minimal,SR,INC10145999,On Hold,05/01/2021 10:51,Awaiting User input,11.55,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - NA,Maconomy - NA,Local,P3 - Minor,SR,INC10145667,Work In Progress,05/01/2021 10:15,Work In Progress,11.57,00-30,With IBM,2021-03,Jan,2021,3,202103
APAC,Adept,Local,P3 - Minor,SER,INC10144037,On Hold,05/01/2021 6:30,Pending Change implementation,11.73,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
LATAM,Tango & Condor,Local,P3 - Minor,SR,INC10142814,On Hold,04/01/2021 23:23,Awaiting User input,12.03,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
EMEA,Other - EMEA,Local,P3 - Minor,SR,INC10142105,On Hold,04/01/2021 19:48,Customer unavailable 1st Attempt,12.17,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
LATAM,Other - LATAM,Local,P4 - Minimal,SR,INC10142076,On Hold,04/01/2021 19:45,Customer Testing,12.18,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
NA.,SAP,GD,P3 - Minor,SR,INC10141489,On Hold,04/01/2021 17:47,Work not yet due,12.26,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10141394,On Hold,04/01/2021 17:34,Customer unavailable 2nd Attempt,12.27,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
NA.,Other - NA,GD,P4 - Minimal,SR,INC10141149,On Hold,04/01/2021 17:02,Monitoring,12.29,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,Incident,INC10141060,On Hold,04/01/2021 16:52,Customer Testing,12.3,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
NA.,PeopleSoft Ricochet,GD,P3 - Minor,SR,INC10140782,Work In Progress,04/01/2021 16:19,Work In Progress,12.32,00-30,With IBM,2021-03,Jan,2021,3,202103
NA.,Other - NA,GD,P3 - Minor,SR,INC10140713,Work In Progress,04/01/2021 16:13,Work In Progress,12.32,00-30,With IBM,2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,Local,P3 - Minor,SR,INC10140345,Queued,04/01/2021 15:43,Queued,12.34,00-30,With IBM,2021-03,Jan,2021,3,202103
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10140065,On Hold,04/01/2021 15:17,Customer Testing,12.36,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - NA,Maconomy - NA,GD,P4 - Minimal,SR,INC10139858,On Hold,04/01/2021 14:57,Work not yet due,12.38,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - EMEA,HR.net (Talent Tree),Local,P4 - Minimal,SER,INC10139215,On Hold,04/01/2021 14:04,Awaiting User input,12.41,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10138962,On Hold,04/01/2021 16:41,Work not yet due,12.3,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10138754,On Hold,04/01/2021 13:12,Awaiting User input,12.45,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,Local,P4 - Minimal,SR,INC10138514,On Hold,04/01/2021 12:45,Awaiting User input,12.47,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,Local,P4 - Minimal,SER,INC10138343,On Hold,04/01/2021 12:23,Awaiting User input,12.48,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SER,INC10138274,On Hold,04/01/2021 12:13,Customer Testing,12.49,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SER,INC10138040,Work In Progress,04/01/2021 12:02,Work In Progress,12.5,00-30,With IBM,2021-03,Jan,2021,3,202103
EMEA,Other - EMEA,Local,P3 - Minor,Incident,INC10138014,On Hold,04/01/2021 11:43,Non IBM 3rd Party Engagement,12.51,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10137985,Work In Progress,04/01/2021 11:39,Work In Progress,12.51,00-30,With IBM,2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10137374,On Hold,04/01/2021 11:26,Customer unavailable 2nd Attempt,12.52,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10137227,On Hold,04/01/2021 10:34,Monitoring,12.56,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10136362,On Hold,04/01/2021 9:28,Customer Testing,12.61,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10136302,Work In Progress,04/01/2021 9:23,Work In Progress,12.61,00-30,With IBM,2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,Local,P4 - Minimal,SR,INC10136165,Work In Progress,04/01/2021 9:12,Work In Progress,12.62,00-30,With IBM,2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,Local,P4 - Minimal,SR,INC10136058,Work In Progress,04/01/2021 9:02,Work In Progress,12.62,00-30,With IBM,2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,Local,P3 - Minor,SER,INC10136031,Work In Progress,04/01/2021 9:00,Work In Progress,12.62,00-30,With IBM,2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SER,INC10136022,Work In Progress,04/01/2021 8:59,Work In Progress,12.63,00-30,With IBM,2021-03,Jan,2021,3,202103
APAC,Other - APAC,Local,P3 - Minor,Incident,INC10135083,On Hold,04/01/2021 7:12,Monitoring,12.7,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
NA.,SAP,GD,P3 - Minor,SR,INC10134262,On Hold,04/01/2021 3:55,Awaiting User input,12.84,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
APAC,Other - APAC,Local,P4 - Minimal,SER,INC10134225,On Hold,04/01/2021 3:41,Hold for Release Planning,12.85,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10131373,Work In Progress,01/01/2021 10:29,Work In Progress,15.56,00-30,With IBM,2021-03,Jan,2021,3,202103
EMEA,Other - EMEA,Local,P3 - Minor,SR,INC10131231,On Hold,01/01/2021 6:07,Awaiting User input,15.74,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10131373,On Hold,01/01/2021 10:29,Awaiting User input,22.56,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
APAC,Other - APAC,Local,P4 - Minimal,SER,INC10134225,On Hold,04/01/2021 3:41,Hold for Release Planning,19.85,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,Local,P3 - Minor,SER,INC10136031,Work In Progress,04/01/2021 9:00,Work In Progress,19.62,00-30,With IBM,2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10137985,Work In Progress,04/01/2021 11:39,Work In Progress,19.51,00-30,With IBM,2021-04,Jan,2021,4,202104
EMEA,Other - EMEA,Local,P3 - Minor,Incident,INC10138014,On Hold,04/01/2021 11:43,Hold for Production Release,19.51,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SER,INC10138040,On Hold,04/01/2021 12:02,Awaiting User input,19.5,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SER,INC10138274,On Hold,04/01/2021 12:13,Customer Testing,19.49,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SER,INC10138343,Work In Progress,04/01/2021 12:23,Work In Progress,19.48,00-30,With IBM,2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,Local,P4 - Minimal,SR,INC10138514,On Hold,04/01/2021 12:45,Awaiting User input,19.47,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10138962,On Hold,04/01/2021 16:41,Work not yet due,19.3,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,HR.net (Talent Tree),Local,P4 - Minimal,SER,INC10139215,On Hold,04/01/2021 14:04,Awaiting User input,19.41,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - NA,Maconomy - NA,GD,P4 - Minimal,SR,INC10139858,On Hold,04/01/2021 14:57,Awaiting User input,19.38,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10140065,On Hold,04/01/2021 15:17,Customer Testing,19.36,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
NA.,Other - NA,GD,P3 - Minor,SR,INC10140713,Work In Progress,04/01/2021 16:13,Work In Progress,19.32,00-30,With IBM,2021-04,Jan,2021,4,202104
NA.,PeopleSoft Ricochet,GD,P3 - Minor,SR,INC10140782,Work In Progress,04/01/2021 16:19,Work In Progress,19.32,00-30,With IBM,2021-04,Jan,2021,4,202104
NA.,Other - NA,GD,P4 - Minimal,SR,INC10141149,On Hold,04/01/2021 17:02,Pending Change implementation,19.29,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10141394,On Hold,04/01/2021 17:34,Customer unavailable 1st Attempt,19.27,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
LATAM,Other - LATAM,Local,P4 - Minimal,SR,INC10142076,On Hold,04/01/2021 19:45,Customer Testing,19.18,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
NA.,PeopleSoft Ricochet,Local,P3 - Minor,SR,INC10143599,On Hold,05/01/2021 4:16,Awaiting User input,18.82,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
APAC,Adept,Local,P3 - Minor,SER,INC10144037,On Hold,05/01/2021 6:30,Pending Change implementation,18.73,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - NA,Maconomy - NA,Local,P3 - Minor,SR,INC10145667,On Hold,05/01/2021 10:15,Awaiting User input,18.57,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,HR.net (Talent Tree),Local,P4 - Minimal,SR,INC10145999,On Hold,05/01/2021 10:51,Awaiting User input,18.55,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10146482,Work In Progress,05/01/2021 11:55,Work In Progress,18.5,00-30,With IBM,2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,Local,P3 - Minor,SR,INC10147180,On Hold,05/01/2021 13:09,Awaiting User input,18.45,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10147479,On Hold,05/01/2021 14:07,Customer unavailable 1st Attempt,18.41,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10148059,Work In Progress,05/01/2021 15:39,Work In Progress,18.35,00-30,With IBM,2021-04,Jan,2021,4,202104
NA.,Dynamics AX - NA,GD,P3 - Minor,SER,INC10148193,Work In Progress,05/01/2021 16:16,Work In Progress,18.32,00-30,With IBM,2021-04,Jan,2021,4,202104
NA.,Dynamics AX - NA,GD,P3 - Minor,SER,INC10148279,Work In Progress,05/01/2021 16:25,Work In Progress,18.32,00-30,With IBM,2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10148465,Work In Progress,05/01/2021 16:53,Work In Progress,18.3,00-30,With IBM,2021-04,Jan,2021,4,202104
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10148494,On Hold,05/01/2021 17:02,Non IBM 3rd Party Engagement,18.29,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10148822,On Hold,05/01/2021 17:54,Customer Testing,18.25,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,Local,P3 - Minor,SER,INC10149403,Work In Progress,05/01/2021 19:28,Work In Progress,18.19,00-30,With IBM,2021-04,Jan,2021,4,202104
EMEA,Other - EMEA,Local,P3 - Minor,SR,INC10149509,On Hold,05/01/2021 20:00,Awaiting User input,18.17,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
NA.,PeopleSoft Ricochet,GD,P3 - Minor,SR,INC10149545,On Hold,05/01/2021 20:15,Awaiting User input,18.16,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
LATAM,Other - LATAM,Local,P4 - Minimal,SR,INC10149643,On Hold,05/01/2021 20:55,Non IBM 3rd Party Engagement,18.13,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - NA,Maconomy - NA,GD,P3 - Minor,SR,INC10150734,On Hold,06/01/2021 4:00,Customer unavailable 1st Attempt,17.83,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,HR.net (Talent Tree),Local,P3 - Minor,SR,INC10152054,On Hold,06/01/2021 9:25,Customer unavailable 1st Attempt,17.61,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
APAC,Adept,GD,P3 - Minor,SR,INC10152758,On Hold,06/01/2021 10:52,Awaiting User input,17.55,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
APAC,Adept,GD,P3 - Minor,SR,INC10152812,On Hold,06/01/2021 10:58,Awaiting User input,17.54,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
APAC,Adept,GD,P4 - Minimal,SR,INC10153136,On Hold,06/01/2021 11:31,Awaiting User input,17.52,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SER,INC10153907,Work In Progress,06/01/2021 13:18,Work In Progress,17.45,00-30,With IBM,2021-04,Jan,2021,4,202104
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10154103,On Hold,06/01/2021 13:58,Non IBM 3rd Party Engagement,17.42,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
LATAM,Other - LATAM,Local,P4 - Minimal,Incident,INC10154141,On Hold,06/01/2021 13:58,Non IBM 3rd Party Engagement,17.42,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,Local,P3 - Minor,SR,INC10154164,On Hold,06/01/2021 13:58,Non IBM 3rd Party Engagement,17.42,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10154337,On Hold,06/01/2021 14:30,Non IBM 3rd Party Engagement,17.4,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
LATAM,Other - LATAM,Local,P4 - Minimal,SR,INC10155196,On Hold,06/01/2021 16:21,Non IBM 3rd Party Engagement,17.32,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
NA.,JD Edwards,GD,P3 - Minor,SER,INC10155273,Work In Progress,06/01/2021 16:47,Work In Progress,17.3,00-30,With IBM,2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10155425,On Hold,06/01/2021 16:56,Customer Testing,17.29,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,HR.net (Talent Tree),GD,P3 - Minor,SR,INC10155563,On Hold,06/01/2021 17:28,Awaiting User input,17.27,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10155702,On Hold,06/01/2021 17:57,Non IBM 3rd Party Engagement,17.25,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - NA,GD,P3 - Minor,SER,INC10155772,On Hold,06/01/2021 18:14,Non IBM 3rd Party Engagement,17.24,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - NA,Maconomy - NA,Local,P3 - Minor,SR,INC10156250,Work In Progress,06/01/2021 20:22,Work In Progress,17.15,00-30,With IBM,2021-04,Jan,2021,4,202104
LATAM,Other - LATAM,Local,P4 - Minimal,Incident,INC10156496,On Hold,06/01/2021 21:44,Awaiting User input,17.09,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10157113,Work In Progress,07/01/2021 2:51,Work In Progress,16.88,00-30,With IBM,2021-04,Jan,2021,4,202104
Global - NA,Maconomy - NA,Local,P3 - Minor,SR,INC10157556,Work In Progress,07/01/2021 4:26,Work In Progress,16.82,00-30,With IBM,2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,Local,P3 - Minor,SR,INC10158891,On Hold,07/01/2021 10:13,Awaiting User input,16.57,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
APAC,Adept,GD,P3 - Minor,Incident,INC10159127,On Hold,07/01/2021 10:16,Awaiting User input,16.57,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SER,INC10159162,On Hold,07/01/2021 10:21,Hold for Production Release,16.57,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10159176,On Hold,07/01/2021 10:22,Customer Testing,16.57,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - NA,Maconomy - NA,GD,P4 - Minimal,SR,INC10159330,Work In Progress,07/01/2021 10:46,Work In Progress,16.55,00-30,With IBM,2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10159544,Work In Progress,07/01/2021 11:09,Work In Progress,16.54,00-30,With IBM,2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10159785,On Hold,07/01/2021 11:38,Customer Testing,16.51,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10160008,On Hold,07/01/2021 12:43,Non IBM 3rd Party Engagement,16.47,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,Local,P3 - Minor,SR,INC10160042,On Hold,07/01/2021 12:25,Non IBM 3rd Party Engagement,16.48,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - NA,GD,P4 - Minimal,SER,INC10160045,Work In Progress,07/01/2021 12:26,Work In Progress,16.48,00-30,With IBM,2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10160798,Work In Progress,07/01/2021 14:31,Work In Progress,16.39,00-30,With IBM,2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10160832,Work In Progress,07/01/2021 14:35,Work In Progress,16.39,00-30,With IBM,2021-04,Jan,2021,4,202104
LATAM,Other - LATAM,Local,P4 - Minimal,Incident,INC10160836,On Hold,07/01/2021 15:02,Non IBM 3rd Party Engagement,16.37,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10160920,On Hold,07/01/2021 14:57,Work not yet due,16.38,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10161159,On Hold,07/01/2021 15:21,Customer unavailable 2nd Attempt,16.36,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,Local,P3 - Minor,SR,INC10161368,On Hold,07/01/2021 15:52,Awaiting User input,16.34,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10161377,Work In Progress,07/01/2021 15:55,Work In Progress,16.34,00-30,With IBM,2021-04,Jan,2021,4,202104
LATAM,Other - LATAM,Local,P4 - Minimal,SR,INC10161413,On Hold,07/01/2021 16:08,Awaiting User input,16.33,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
NA.,Other - NA,GD,P3 - Minor,SR,INC10161419,On Hold,07/01/2021 16:01,Non IBM 3rd Party Engagement,16.33,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10161875,On Hold,07/01/2021 17:35,Non IBM 3rd Party Engagement,16.27,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10161876,On Hold,07/01/2021 17:36,Non IBM 3rd Party Engagement,16.27,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10161908,On Hold,07/01/2021 17:44,Non IBM 3rd Party Engagement,16.26,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
NA.,PeopleSoft Ricochet,Local,P3 - Minor,SR,INC10162011,On Hold,07/01/2021 18:09,Hold for Production Release,16.24,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10162309,On Hold,07/01/2021 19:53,Non IBM 3rd Party Engagement,16.17,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10162617,On Hold,07/01/2021 21:22,Awaiting User input,16.11,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
LATAM,Tango & Condor,Local,P3 - Minor,Incident,INC10162785,On Hold,07/01/2021 22:33,Awaiting User input,16.06,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
APAC,Other - APAC,GD,P3 - Minor,SR,INC10163382,On Hold,08/01/2021 3:29,Customer unavailable 1st Attempt,15.85,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
APAC,Other - APAC,Local,P4 - Minimal,SR,INC10163882,Work In Progress,08/01/2021 6:34,Work In Progress,15.73,00-30,With IBM,2021-04,Jan,2021,4,202104
APAC,Adept,GD,P3 - Minor,SER,INC10164331,On Hold,08/01/2021 8:06,Hold for Release Planning,15.66,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
NA.,SAP,GD,P3 - Minor,SER,INC10164679,Work In Progress,08/01/2021 9:24,Work In Progress,15.61,00-30,With IBM,2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10164940,On Hold,08/01/2021 9:45,Awaiting User input,15.59,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10165001,On Hold,08/01/2021 9:55,Customer unavailable 1st Attempt,15.59,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,HR.net (Talent Tree),GD,P4 - Minimal,SR,INC10165050,Work In Progress,08/01/2021 10:02,Work In Progress,15.58,00-30,With IBM,2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,Local,P4 - Minimal,SR,INC10165072,On Hold,08/01/2021 10:05,Non IBM 3rd Party Engagement,15.58,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SER,INC10165113,On Hold,08/01/2021 10:12,Customer Testing,15.57,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
LATAM,Other - LATAM,Local,P4 - Minimal,SR,INC10165204,On Hold,08/01/2021 10:29,Non IBM 3rd Party Engagement,15.56,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10165487,On Hold,08/01/2021 11:05,Non IBM 3rd Party Engagement,15.54,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
APAC,Adept,GD,P3 - Minor,SR,INC10165865,On Hold,08/01/2021 12:06,Customer unavailable 2nd Attempt,15.5,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
LATAM,Other - LATAM,Local,P3 - Minor,RFI,INC10166325,On Hold,08/01/2021 13:59,Awaiting User input,15.42,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10166655,On Hold,08/01/2021 14:27,Customer Testing,15.4,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
EMEA,Other - EMEA,Local,P3 - Minor,SR,INC10166781,On Hold,08/01/2021 14:51,Non IBM 3rd Party Engagement,15.38,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
LATAM,Other - LATAM,Local,P4 - Minimal,SR,INC10166940,On Hold,08/01/2021 15:23,Non IBM 3rd Party Engagement,15.36,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10166957,On Hold,08/01/2021 15:27,Non IBM 3rd Party Engagement,15.36,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10167621,Work In Progress,08/01/2021 17:57,Work In Progress,15.25,00-30,With IBM,2021-04,Jan,2021,4,202104
NA.,PeopleSoft Ricochet,GD,P4 - Minimal,SR,INC10167660,On Hold,08/01/2021 18:07,Awaiting User input,15.24,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
NA.,Other - NA,GD,P4 - Minimal,SR,INC10168054,On Hold,08/01/2021 20:31,Customer Testing,15.14,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
NA.,SAP,GD,P3 - Minor,SER,INC10168263,Work In Progress,08/01/2021 22:09,Work In Progress,15.08,00-30,With IBM,2021-04,Jan,2021,4,202104
LATAM,Other - LATAM,Local,P4 - Minimal,SR,INC10168280,On Hold,08/01/2021 22:07,Customer unavailable 1st Attempt,15.08,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10168390,On Hold,08/01/2021 23:19,Customer unavailable 2nd Attempt,15.03,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10170255,On Hold,10/01/2021 19:20,Customer Testing,13.19,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
APAC,Other - APAC,GD,P3 - Minor,SR,INC10170930,On Hold,11/01/2021 2:52,Monitoring,12.88,00-30,With WPP (On Hold),2021-04,Jan,2021,4,202104
